pos,player,opp,status,stats,points,year,week,team,total_score,team_away,team_away_score
RB,D. Henry,vs JAX,W 33-30,,8.40,2020,2,seb44,98.48,StumpfistTrumpf,124.80
RB,D. Johnson,vs BAL,L 16-33,,6.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
WR,M. Gallup,vs ATL,W 40-39,,6.80,2020,2,seb44,98.48,StumpfistTrumpf,124.80
WR,A. Cooper,vs ATL,W 40-39,,13.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
TE,H. Hurst,@ DAL,W 39-40,,15.70,2020,2,seb44,98.48,StumpfistTrumpf,124.80
FLX,J. Jones,vs JAX,W 33-30,,3.40,2020,2,seb44,98.48,StumpfistTrumpf,124.80
FLX,R. Mostert,@ NYJ,L 31-13,,17.70,2020,2,seb44,98.48,StumpfistTrumpf,124.80
K,R. Gould,@ NYJ,L 31-13,,8.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
DEF,K. Chiefs,@ LAC,L 23-20,,5.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,D. Johnson,,BYE,,0.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,M. Breida,@ MIA,L 31-28,,3.40,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,S. Michel,@ SEA,W 30-35,,1.90,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,A. Dillon,vs DET,W 42-21,,1.70,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,S. Shepard,@ CHI,W 13-17,,4.50,2020,2,seb44,98.48,StumpfistTrumpf,124.80
BN,A. Brown,vs JAX,W 33-30,,0.00,2020,2,seb44,98.48,StumpfistTrumpf,124.80
QB,A. Rodgers,vs DET,W 42-21,,18.70,2020,2,StumpfistTrumpf,124.80,seb44,98.48
RB,J. Mixon,@ CLE,W 30-35,,10.60,2020,2,StumpfistTrumpf,124.80,seb44,98.48
RB,J. Taylor,vs MIN,W 28-11,,18.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
WR,D. Adams,vs DET,W 42-21,,5.10,2020,2,StumpfistTrumpf,124.80,seb44,98.48
WR,T. Hilton,vs MIN,W 28-11,,4.30,2020,2,StumpfistTrumpf,124.80,seb44,98.48
TE,D. Waller,vs NO,W 34-24,,22.50,2020,2,StumpfistTrumpf,124.80,seb44,98.48
FLX,M. Valdes-Scantling,vs DET,W 42-21,,7.90,2020,2,StumpfistTrumpf,124.80,seb44,98.48
FLX,M. Brown,@ HOU,L 33-16,,6.70,2020,2,StumpfistTrumpf,124.80,seb44,98.48
K,J. Tucker,@ HOU,L 33-16,,15.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
DEF,T. Buccaneers,vs CAR,W 31-17,,16.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,M. Gordon,@ PIT,W 21-26,,15.40,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,B. Scott,vs LAR,L 19-37,,5.80,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,P. Lindsay,vs BAL,L 16-33,,0.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,C. Kirk,vs WAS,W 30-15,,7.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,T. McLaurin,@ ARI,W 15-30,,22.00,2020,2,StumpfistTrumpf,124.80,seb44,98.48
BN,H. Henry,@ SEA,W 30-35,,11.30,2020,2,StumpfistTrumpf,124.80,seb44,98.48
QB,M. Ryan,@ DAL,W 39-40,,28.52,2020,2,Speasy,136.42,Hubner,138.06
RB,C. McCaffrey,@ TB,W 17-31,,22.80,2020,2,Speasy,136.42,Hubner,138.06
RB,J. Conner,vs WAS,W 30-15,,19.10,2020,2,Speasy,136.42,Hubner,138.06
WR,J. Smith-Schuster,vs DEN,W 26-21,,8.30,2020,2,Speasy,136.42,Hubner,138.06
WR,A. Robinson,vs NYG,W 17-13,,4.80,2020,2,Speasy,136.42,Hubner,138.06
TE,T. Kelce,@ LAC,L 23-20,,19.50,2020,2,Speasy,136.42,Hubner,138.06
FLX,E. Sanders,@ MIA,L 31-28,,2.30,2020,2,Speasy,136.42,Hubner,138.06
FLX,K. Allen,vs KC,L 20-23,,12.10,2020,2,Speasy,136.42,Hubner,138.06
K,M. Prater,vs WAS,W 30-15,,3.00,2020,2,Speasy,136.42,Hubner,138.06
DEF,B. Ravens,@ HOU,L 33-16,,16.00,2020,2,Speasy,136.42,Hubner,138.06
BN,T. Cohen,vs NYG,W 17-13,,3.20,2020,2,Speasy,136.42,Hubner,138.06
BN,C. Edmonds,vs WAS,W 30-15,,1.80,2020,2,Speasy,136.42,Hubner,138.06
BN,D. Singletary,@ MIA,L 31-28,,8.60,2020,2,Speasy,136.42,Hubner,138.06
BN,J. Edelman,,BYE,,21.90,2020,2,Speasy,136.42,Hubner,138.06
BN,D. Slayton,@ CHI,W 13-17,,4.80,2020,2,Speasy,136.42,Hubner,138.06
BN,N. Fant,@ PIT,W 21-26,,15.70,2020,2,Speasy,136.42,Hubner,138.06
QB,D. Prescott,vs ATL,W 40-39,,38.80,2020,2,AllTimeReadyPat,171.30,MKx,140.22
RB,S. Barkley,@ CHI,W 13-17,,2.80,2020,2,AllTimeReadyPat,171.30,MKx,140.22
RB,A. Jones,vs DET,W 42-21,,43.60,2020,2,AllTimeReadyPat,171.30,MKx,140.22
WR,C. Ridley,@ DAL,W 39-40,,26.40,2020,2,AllTimeReadyPat,171.30,MKx,140.22
WR,O. Beckham,vs CIN,W 35-30,,15.40,2020,2,AllTimeReadyPat,171.30,MKx,140.22
TE,D. Goedert,vs LAR,L 19-37,,5.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
FLX,T. Gurley,,BYE,,6.10,2020,2,AllTimeReadyPat,171.30,MKx,140.22
FLX,D. Johnson,vs DEN,W 26-21,,19.20,2020,2,AllTimeReadyPat,171.30,MKx,140.22
K,G. Zuerlein,vs ATL,W 40-39,,11.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
DEF,N. Patriots,@ SEA,W 30-35,,3.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,J. White,@ SEA,W 30-35,,0.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,J. Kelley,vs KC,L 20-23,,12.30,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,B. Cooks,vs BAL,L 16-33,,12.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,R. Gage,@ DAL,W 39-40,,13.60,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,J. Reagor,vs LAR,L 19-37,,6.10,2020,2,AllTimeReadyPat,171.30,MKx,140.22
BN,R. Gronkowski,vs CAR,W 31-17,,0.00,2020,2,AllTimeReadyPat,171.30,MKx,140.22
QB,K. Murray,vs DET,L 23-26,,21.70,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
RB,A. Gibson,@ CLE,W 20-34,,10.50,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
RB,K. Hunt,vs WAS,W 34-20,,13.40,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
WR,J. Landry,vs WAS,W 34-20,,5.60,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
WR,R. Woods,@ BUF,W 32-35,,17.90,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
TE,E. Engram,vs SF,L 9-36,,3.70,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
FLX,A. Ekeler,vs CAR,L 16-21,,25.80,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
FLX,C. Edwards-Helaire,@ BAL,L 34-20,,15.90,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
K,J. Myers,vs DAL,W 38-31,,4.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
DEF,L. Chargers,vs CAR,L 16-21,,4.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,B. Snell,vs HOU,W 28-21,,1.10,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,C. Akers,@ BUF,W 32-35,,0.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,J. Crowder,@ IND,W 7-36,,0.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,D. Chark,vs MIA,L 13-31,,0.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,J. Jeudy,vs TB,L 10-28,,8.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
BN,G. Kittle,@ NYG,L 36-9,,0.00,2020,3,TheRealBauer,122.50,AllTimeReadyPat,108.18
QB,L. Jackson,vs KC,L 20-34,,12.18,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
RB,J. Robinson,vs MIA,L 13-31,,27.90,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
RB,K. Drake,@ NE,W 20-36,,8.40,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
WR,C. Kupp,@ BUF,W 32-35,,21.20,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
WR,D. Moore,@ LAC,L 21-16,,7.50,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
TE,T. Hockenson,@ ARI,L 26-23,,7.30,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
FLX,A. Kamara,vs GB,L 30-37,,38.20,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
FLX,J. McKinnon,@ BAL,L 34-20,,15.20,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
K,M. Crosby,@ NO,L 37-30,,16.00,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
DEF,B. Bills,vs LAR,W 35-32,,5.00,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,L. Murray,vs GB,L 30-37,,7.00,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,R. Jones,@ DEN,L 28-10,,8.30,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,D. Henderson,@ BUF,W 32-35,,18.50,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,T. Boyd,,BYE,,17.50,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,C. Davis,@ IND,W 7-36,,9.40,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
BN,H. Ruggs,@ NE,W 20-36,,0.00,2020,3,Hubner,158.88,StumpfistTrumpf,96.22
QB,P. Mahomes,@ BAL,L 34-20,,40.00,2020,3,MarkusEXperte,149.00,MKx,141.40
RB,D. Cook,vs TEN,L 30-31,,23.90,2020,3,MarkusEXperte,149.00,MKx,141.40
RB,D. Montgomery,@ ATL,L 30-26,,6.40,2020,3,MarkusEXperte,149.00,MKx,141.40
WR,T. Hill,@ BAL,L 34-20,,18.70,2020,3,MarkusEXperte,149.00,MKx,141.40
WR,D. Metcalf,vs DAL,W 38-31,,16.00,2020,3,MarkusEXperte,149.00,MKx,141.40
TE,T. Higbee,@ BUF,W 32-35,,7.00,2020,3,MarkusEXperte,149.00,MKx,141.40
FLX,J. Brown,@ NE,W 20-36,,0.00,2020,3,MarkusEXperte,149.00,MKx,141.40
FLX,M. Ingram,@ PIT,W 21-28,,3.00,2020,3,MarkusEXperte,149.00,MKx,141.40
K,Z. Gonzalez,@ ARI,L 26-23,,6.00,2020,3,MarkusEXperte,149.00,MKx,141.40
DEF,I. Colts,vs NYJ,W 36-7,,28.00,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,M. Brown,@ JAX,L 31-13,,1.90,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,A. Mattison,vs TEN,L 30-31,,2.70,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,D. Swift,@ ARI,L 26-23,,2.40,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,W. Fuller,@ JAX,L 31-13,,13.40,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,A. Miller,@ PIT,W 21-28,,11.00,2020,3,MarkusEXperte,149.00,MKx,141.40
BN,D. Samuel,@ NYG,L 36-9,,0.00,2020,3,MarkusEXperte,149.00,MKx,141.40
QB,R. Wilson,vs DAL,W 38-31,,36.80,2020,3,MKx,141.40,MarkusEXperte,149.00
RB,E. Elliott,@ SEA,W 31-38,,14.80,2020,3,MKx,141.40,MarkusEXperte,149.00
RB,C. Carson,vs DAL,W 38-31,,9.10,2020,3,MKx,141.40,MarkusEXperte,149.00
WR,D. Hopkins,vs DET,L 23-26,,18.70,2020,3,MKx,141.40,MarkusEXperte,149.00
WR,C. Lamb,@ SEA,W 31-38,,9.10,2020,3,MKx,141.40,MarkusEXperte,149.00
TE,Z. Ertz,,BYE,,10.50,2020,3,MKx,141.40,MarkusEXperte,149.00
FLX,M. Evans,@ DEN,L 28-10,,13.20,2020,3,MKx,141.40,MarkusEXperte,149.00
FLX,M. Williams,vs CAR,L 16-21,,2.20,2020,3,MKx,141.40,MarkusEXperte,149.00
K,W. Lutz,vs GB,L 30-37,,13.00,2020,3,MKx,141.40,MarkusEXperte,149.00
DEF,S. 49ers,@ NYG,L 36-9,,14.00,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,C. Newton,vs LV,W 36-20,,11.18,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,J. Dobbins,vs KC,L 20-34,,6.40,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,Z. Moss,vs LAR,W 35-32,,0.00,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,D. Jackson,@ BUF,W 32-35,,2.10,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,A. Lazard,@ NO,L 37-30,,23.40,2020,3,MKx,141.40,MarkusEXperte,149.00
BN,M. Pittman,vs NYJ,W 36-7,,4.10,2020,3,MKx,141.40,MarkusEXperte,149.00
QB,R. Tannehill,@ MIN,L 31-30,,10.24,2020,3,Hammichan,78.44,Speasy,160.52
RB,N. Chubb,vs WAS,W 34-20,,23.50,2020,3,Hammichan,78.44,Speasy,160.52
RB,D. Freeman,vs GB,L 30-37,,1.00,2020,3,Hammichan,78.44,Speasy,160.52
WR,A. Green,vs DET,L 23-26,,6.10,2020,3,Hammichan,78.44,Speasy,160.52
WR,A. Thielen,vs TEN,L 30-31,,10.80,2020,3,Hammichan,78.44,Speasy,160.52
TE,M. Andrews,vs KC,L 20-34,,2.70,2020,3,Hammichan,78.44,Speasy,160.52
FLX,J. Cook,vs CAR,L 16-21,,3.10,2020,3,Hammichan,78.44,Speasy,160.52
FLX,R. Anderson,@ LAC,L 21-16,,8.00,2020,3,Hammichan,78.44,Speasy,160.52
K,Y. Koo,vs CHI,L 26-30,,6.00,2020,3,Hammichan,78.44,Speasy,160.52
DEF,P. Steelers,vs HOU,W 28-21,,7.00,2020,3,Hammichan,78.44,Speasy,160.52
BN,D. Watson,@ PIT,W 21-28,,17.06,2020,3,Hammichan,78.44,Speasy,160.52
BN,L. Bell,,BYE,,0.00,2020,3,Hammichan,78.44,Speasy,160.52
BN,A. Peterson,,BYE,,9.00,2020,3,Hammichan,78.44,Speasy,160.52
BN,M. Jones,vs MIA,L 13-31,,6.60,2020,3,Hammichan,78.44,Speasy,160.52
BN,S. Watkins,vs KC,L 20-34,,9.70,2020,3,Hammichan,78.44,Speasy,160.52
BN,M. Thomas,vs GB,L 30-37,,0.00,2020,3,Hammichan,78.44,Speasy,160.52
QB,J. Allen,vs LAR,W 35-32,,30.24,2020,3,Blitzkoerper85,131.34,seb44,140.62
RB,J. Jacobs,@ NE,W 20-36,,6.80,2020,3,Blitzkoerper85,131.34,seb44,140.62
RB,M. Sanders,,BYE,,12.70,2020,3,Blitzkoerper85,131.34,seb44,140.62
WR,K. Cole,@ IND,W 7-36,,6.30,2020,3,Blitzkoerper85,131.34,seb44,140.62
WR,S. Diggs,vs LAR,W 35-32,,12.90,2020,3,Blitzkoerper85,131.34,seb44,140.62
TE,M. Gesicki,@ JAX,L 31-13,,8.00,2020,3,Blitzkoerper85,131.34,seb44,140.62
FLX,T. Lockett,vs DAL,W 38-31,,32.50,2020,3,Blitzkoerper85,131.34,seb44,140.62
FLX,C. Godwin,@ DEN,L 28-10,,14.90,2020,3,Blitzkoerper85,131.34,seb44,140.62
K,H. Butker,@ BAL,L 34-20,,3.00,2020,3,Blitzkoerper85,131.34,seb44,140.62
DEF,A. Cardinals,vs DET,L 23-26,,4.00,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,J. Richard,@ NE,W 20-36,,3.70,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,J. Wilson,@ NYG,L 36-9,,20.40,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,M. Gaskin,@ JAX,L 31-13,,12.00,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,R. Armstead,vs SF,L 9-36,,0.00,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,D. Parker,@ JAX,L 31-13,,9.40,2020,3,Blitzkoerper85,131.34,seb44,140.62
BN,K. Golladay,vs SF,L 9-36,,14.70,2020,3,Blitzkoerper85,131.34,seb44,140.62
QB,D. Brees,,BYE,,22.52,2020,3,seb44,140.62,Blitzkoerper85,131.34
RB,D. Henry,@ MIN,L 31-30,,26.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
RB,S. Michel,vs LV,W 36-20,,15.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
WR,M. Gallup,@ SEA,W 31-38,,22.80,2020,3,seb44,140.62,Blitzkoerper85,131.34
WR,A. Cooper,@ SEA,W 31-38,,13.10,2020,3,seb44,140.62,Blitzkoerper85,131.34
TE,H. Hurst,vs CHI,L 26-30,,6.60,2020,3,seb44,140.62,Blitzkoerper85,131.34
FLX,A. Dillon,@ NO,L 37-30,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
FLX,D. Johnson,@ PIT,W 21-28,,11.60,2020,3,seb44,140.62,Blitzkoerper85,131.34
K,R. Gould,@ NYG,L 36-9,,13.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
DEF,K. Chiefs,@ BAL,L 34-20,,10.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,D. Johnson,,BYE,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,R. Mostert,@ NYG,L 36-9,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,M. Breida,vs LAR,W 35-32,,0.40,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,S. Shepard,vs SF,L 9-36,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,A. Brown,@ MIN,L 31-30,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
BN,J. Jones,@ MIN,L 31-30,,0.00,2020,3,seb44,140.62,Blitzkoerper85,131.34
QB,A. Rodgers,@ NO,L 37-30,,24.52,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
RB,M. Gordon,vs TB,L 10-28,,5.80,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
RB,J. Taylor,vs NYJ,W 36-7,,12.70,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
WR,M. Valdes-Scantling,@ NO,L 37-30,,1.00,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
WR,T. McLaurin,@ CLE,W 20-34,,10.60,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
TE,D. Waller,@ NE,W 20-36,,1.90,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
FLX,L. Fournette,@ DEN,L 28-10,,3.20,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
FLX,J. Mixon,,BYE,,7.50,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
K,J. Tucker,vs KC,L 20-34,,8.00,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
DEF,T. Buccaneers,@ DEN,L 28-10,,21.00,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,B. Scott,,BYE,,0.50,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,P. Lindsay,@ PIT,W 21-28,,0.00,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,T. Hilton,vs NYJ,W 36-7,,6.70,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,D. Adams,@ NO,L 37-30,,0.00,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,M. Brown,vs KC,L 20-34,,2.30,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
BN,H. Henry,vs LV,W 36-20,,7.50,2020,3,StumpfistTrumpf,96.22,Hubner,158.88
QB,M. Ryan,vs CHI,L 26-30,,11.42,2020,3,Speasy,160.52,Hammichan,78.44
RB,M. Davis,vs CHI,L 26-30,,19.10,2020,3,Speasy,160.52,Hammichan,78.44
RB,J. Conner,vs DET,L 23-26,,22.90,2020,3,Speasy,160.52,Hammichan,78.44
WR,J. Smith-Schuster,vs HOU,W 28-21,,14.30,2020,3,Speasy,160.52,Hammichan,78.44
WR,A. Robinson,@ ATL,L 30-26,,23.30,2020,3,Speasy,160.52,Hammichan,78.44
TE,T. Kelce,@ BAL,L 34-20,,11.70,2020,3,Speasy,160.52,Hammichan,78.44
FLX,D. Singletary,vs LAR,W 35-32,,14.10,2020,3,Speasy,160.52,Hammichan,78.44
FLX,K. Allen,vs CAR,L 16-21,,22.70,2020,3,Speasy,160.52,Hammichan,78.44
K,M. Prater,vs DET,L 23-26,,13.00,2020,3,Speasy,160.52,Hammichan,78.44
DEF,B. Ravens,vs KC,L 20-34,,8.00,2020,3,Speasy,160.52,Hammichan,78.44
BN,J. Herbert,vs CAR,L 16-21,,12.70,2020,3,Speasy,160.52,Hammichan,78.44
BN,C. McCaffrey,@ LAC,L 21-16,,0.00,2020,3,Speasy,160.52,Hammichan,78.44
BN,C. Edmonds,vs DET,L 23-26,,4.40,2020,3,Speasy,160.52,Hammichan,78.44
BN,J. Edelman,,BYE,,3.20,2020,3,Speasy,160.52,Hammichan,78.44
BN,D. Slayton,vs SF,L 9-36,,3.80,2020,3,Speasy,160.52,Hammichan,78.44
BN,N. Fant,vs TB,L 10-28,,7.10,2020,3,Speasy,160.52,Hammichan,78.44
QB,D. Prescott,@ SEA,W 31-38,,26.48,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
RB,T. Gurley,,BYE,,13.70,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
RB,A. Jones,@ NO,L 37-30,,15.60,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
WR,C. Ridley,vs CHI,L 26-30,,14.20,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
WR,O. Beckham,vs WAS,W 34-20,,7.90,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
TE,D. Goedert,,BYE,,1.20,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
FLX,J. Kelley,vs CAR,L 16-21,,3.20,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
FLX,D. Johnson,vs HOU,W 28-21,,0.90,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
K,G. Zuerlein,@ SEA,W 31-38,,7.00,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
DEF,N. Patriots,vs LV,W 36-20,,18.00,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,J. White,vs LV,W 36-20,,0.00,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,D. Lewis,,BYE,,1.50,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,B. Cooks,@ PIT,W 21-28,,3.80,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,R. Gage,vs CHI,L 26-30,,3.60,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,J. Reagor,,BYE,,0.00,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
BN,R. Gronkowski,@ DEN,L 28-10,,7.80,2020,3,AllTimeReadyPat,108.18,TheRealBauer,122.50
QB,K. Murray,@ CAR,W 21-31,,22.12,2020,4,TheRealBauer,146.72,Speasy,106.80
RB,A. Ekeler,@ TB,W 31-38,,1.90,2020,4,TheRealBauer,146.72,Speasy,106.80
RB,K. Hunt,@ DAL,L 49-38,,19.10,2020,4,TheRealBauer,146.72,Speasy,106.80
WR,J. Jeudy,@ NYJ,L 37-28,,13.10,2020,4,TheRealBauer,146.72,Speasy,106.80
WR,D. Chark,@ CIN,W 25-33,,25.50,2020,4,TheRealBauer,146.72,Speasy,106.80
TE,G. Kittle,vs PHI,L 20-25,,32.60,2020,4,TheRealBauer,146.72,Speasy,106.80
FLX,R. Woods,vs NYG,W 17-9,,6.80,2020,4,TheRealBauer,146.72,Speasy,106.80
FLX,C. Edwards-Helaire,vs NE,W 26-10,,10.60,2020,4,TheRealBauer,146.72,Speasy,106.80
K,J. Myers,@ MIA,L 31-23,,9.00,2020,4,TheRealBauer,146.72,Speasy,106.80
DEF,D. Broncos,@ NYJ,L 37-28,,6.00,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,B. Snell,,BYE,,0.00,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,C. Akers,vs NYG,W 17-9,,0.00,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,A. Gibson,vs BAL,L 17-31,,20.80,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,J. Landry,@ DAL,L 49-38,,12.78,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,J. Crowder,vs DEN,L 28-37,,13.90,2020,4,TheRealBauer,146.72,Speasy,106.80
BN,N. Harry,@ KC,W 10-26,,9.60,2020,4,TheRealBauer,146.72,Speasy,106.80
QB,L. Jackson,@ WAS,L 31-17,,25.02,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
RB,J. Robinson,@ CIN,W 25-33,,12.70,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
RB,K. Drake,vs BUF,L 23-30,,3.50,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
WR,C. Kupp,vs NYG,W 17-9,,15.20,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
WR,D. Moore,vs ARI,W 31-21,,6.90,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
TE,T. Hockenson,vs NO,L 29-35,,9.90,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
FLX,A. Kamara,@ DET,L 35-29,,19.40,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
FLX,D. Henderson,vs NYG,W 17-9,,4.20,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
K,M. Crosby,vs ATL,W 30-16,,6.00,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
DEF,L. Rams,vs NYG,W 17-9,,12.00,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,L. Murray,@ DET,L 35-29,,20.80,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,J. McKinnon,vs NE,W 26-10,,19.20,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,R. Jones,vs LAC,W 38-31,,15.80,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,T. Boyd,vs JAX,W 33-25,,12.90,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,H. Ruggs,vs BUF,L 23-30,,0.00,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
BN,J. Jefferson,@ HOU,L 31-23,,12.30,2020,4,Hubner,114.82,AllTimeReadyPat,132.68
QB,P. Mahomes,vs NE,W 26-10,,20.24,2020,4,MarkusEXperte,122.54,StumpfistTrumpf,155.38
RB,D. Cook,@ HOU,L 31-23,,27.60,2020,4,MarkusEXperte,122.54,StumpfistTrumpf,155.38
RB,D. Montgomery,vs IND,L 11-19,,9.20,2020,4,MarkusEXperte,122.54,StumpfistTrumpf,155.38
WR,W. Fuller,vs SEA,L 23-31,,19.80,2020,4,MarkusEXperte,122.54,StumpfistTrumpf,155.38
